Player,Nation,Team,Pos,Age,MP,Starts,Min,Goals,Assists,Yellow_Card,Red_Card,stand_xG,xAG,PrgC,PrgP,PrgR,Gls,Ast,xG,xGA,GA90,Save%,CS%,PKsv%,SoT%,SoT/90,G/Sh,Dist,Cmp,Cmp%,TotDist,Short_Cmp%,Medium_Cmp%,KP,1/3,PPA,CrsPA,PrgP_passing,SCA,SCA90,GCA,GCA90,Tkl,TklW,Att,Lost,Blocks,Sh,Pass,Int,Touches,Def_Pen,Def_3rd,Mid_3rd,Att_3rd,Att_Pen,Att_take_ons,Succ%,Tkld%,Carries,ProDist,ProgC,1/3_carries,CPA,Mis,Dis,Rec,PrgR_possession,Fls,Fld,Off,Crs,Recov,Won,Won%,Available_Data_Count
Guido Rodríguez,ar ARG,West Ham,MF,31-015,20.0,14.0,1018.0,0.0,0.0,5.0,0.0,0.2,0.1,2.0,31.0,5.0,0.0,0.0,0.02,0.01,N/a,N/a,N/a,N/a,12.5,0.09,0.0,27.8,498.0,84.1,7149.0,87.4,91.4,3.0,36.0,1.0,0.0,31.0,10.0,0.88,0.0,0.0,30.0,16.0,30.0,7.0,21.0,9.0,12.0,12.0,617.0,42.0,196.0,366.0,56.0,2.0,3.0,66.7,0.0,284.0,392.0,2.0,5.0,0.0,2.0,6.0,354.0,5.0,15.0,11.0,1.0,4.0,46.0,8.0,53.3,72
Hamza Choudhury,bd BAN,Leicester City,"MF,DF",27-208,4.0,1.0,131.0,0.0,0.0,0.0,0.0,0.0,0.4,4.0,3.0,6.0,0.0,0.0,0.0,0.27,N/a,N/a,N/a,N/a,N/a,0.0,N/a,N/a,84.0,85.7,991.0,94.0,79.3,2.0,10.0,1.0,1.0,3.0,3.0,2.05,0.0,0.0,1.0,1.0,3.0,0.0,4.0,2.0,2.0,5.0,100.0,4.0,19.0,61.0,20.0,3.0,4.0,75.0,25.0,63.0,130.0,4.0,2.0,2.0,1.0,0.0,71.0,6.0,1.0,0.0,0.0,5.0,2.0,0.0,N/a,68
Harrison Reed,eng ENG,Fulham,MF,30-090,11.0,0.0,93.0,0.0,0.0,2.0,0.0,0.2,0.1,1.0,4.0,7.0,0.0,0.0,0.22,0.07,N/a,N/a,N/a,N/a,66.7,1.94,0.0,21.7,54.0,72.2,550.0,87.5,81.3,1.0,1.0,1.0,0.0,4.0,1.0,0.97,0.0,0.0,6.0,3.0,3.0,2.0,1.0,0.0,1.0,1.0,77.0,2.0,11.0,28.0,39.0,5.0,2.0,0.0,50.0,31.0,27.0,1.0,1.0,0.0,2.0,2.0,38.0,7.0,6.0,2.0,0.0,5.0,10.0,1.0,33.3,72
Harry Amass,eng ENG,Manchester Utd,DF,18-042,3.0,2.0,166.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,12.0,0.0,0.0,0.01,0.01,N/a,N/a,N/a,N/a,0.0,0.0,0.0,29.6,93.0,82.8,906.0,91.4,76.0,1.0,3.0,0.0,0.0,4.0,5.0,2.71,0.0,0.0,4.0,1.0,3.0,1.0,3.0,0.0,3.0,1.0,121.0,7.0,39.0,37.0,46.0,2.0,3.0,66.7,33.3,61.0,178.0,5.0,4.0,1.0,6.0,4.0,64.0,12.0,2.0,3.0,1.0,4.0,10.0,5.0,83.3,72
Harry Clarke,eng ENG,Ipswich Town,DF,24-056,7.0,4.0,379.0,0.0,0.0,3.0,1.0,0.1,0.0,5.0,14.0,2.0,0.0,0.0,0.02,0.01,N/a,N/a,N/a,N/a,100.0,0.24,0.0,4.5,236.0,80.5,3442.0,91.6,87.5,1.0,21.0,1.0,0.0,14.0,1.0,0.24,0.0,0.0,5.0,3.0,6.0,4.0,5.0,4.0,1.0,4.0,268.0,18.0,100.0,122.0,47.0,2.0,2.0,50.0,50.0,118.0,222.0,5.0,7.0,0.0,4.0,2.0,163.0,2.0,5.0,1.0,0.0,5.0,17.0,10.0,71.4,72
Harry Maguire,eng ENG,Manchester Utd,DF,32-053,22.0,16.0,1418.0,1.0,0.0,7.0,0.0,1.4,0.3,6.0,42.0,5.0,0.06,0.0,0.09,0.02,N/a,N/a,N/a,N/a,36.4,0.25,0.09,8.1,913.0,86.3,14677.0,91.6,91.1,6.0,39.0,3.0,0.0,42.0,15.0,0.95,0.0,0.0,26.0,13.0,17.0,21.0,14.0,12.0,2.0,36.0,1085.0,133.0,541.0,497.0,60.0,35.0,5.0,40.0,60.0,640.0,1629.0,6.0,6.0,3.0,6.0,2.0,702.0,5.0,16.0,6.0,1.0,2.0,53.0,51.0,70.8,72
Harry Toffolo,eng ENG,Nott'ham Forest,DF,29-251,4.0,1.0,137.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.01,0.0,N/a,N/a,N/a,N/a,0.0,0.0,0.0,28.5,67.0,70.1,653.0,93.8,62.5,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,5.0,3.0,4.0,0.0,2.0,2.0,0.0,2.0,88.0,9.0,32.0,22.0,34.0,2.0,0.0,N/a,N/a,17.0,23.0,0.0,0.0,0.0,0.0,0.0,30.0,4.0,1.0,0.0,0.0,4.0,2.0,1.0,100.0,70
Harry Wilson,wls WAL,Fulham,"FW,MF",28-036,21.0,9.0,937.0,5.0,1.0,2.0,0.0,3.3,1.1,16.0,46.0,79.0,0.48,0.1,0.31,0.1,N/a,N/a,N/a,N/a,31.0,0.86,0.17,17.7,379.0,73.6,4685.0,84.6,78.4,19.0,23.0,13.0,1.0,46.0,36.0,3.46,3.0,0.29,13.0,8.0,15.0,18.0,13.0,1.0,12.0,5.0,485.0,7.0,62.0,175.0,257.0,45.0,24.0,37.5,41.7,288.0,669.0,16.0,19.0,8.0,13.0,5.0,326.0,79.0,10.0,18.0,1.0,35.0,44.0,4.0,18.2,72
Harry Winks,eng ENG,Leicester City,MF,29-084,22.0,17.0,1538.0,0.0,2.0,4.0,0.0,0.2,1.2,19.0,101.0,11.0,0.0,0.12,0.01,0.07,N/a,N/a,N/a,N/a,40.0,0.23,0.0,29.2,1045.0,87.1,14101.0,92.2,91.2,17.0,110.0,7.0,5.0,101.0,39.0,2.28,3.0,0.18,24.0,11.0,30.0,6.0,19.0,7.0,12.0,9.0,1158.0,49.0,275.0,746.0,151.0,1.0,12.0,25.0,66.7,696.0,1522.0,19.0,13.0,0.0,13.0,8.0,827.0,11.0,9.0,13.0,0.0,34.0,106.0,8.0,57.1,72
Harvey Barnes,eng ENG,Newcastle Utd,FW,27-139,29.0,13.0,1413.0,9.0,4.0,0.0,0.0,6.3,3.7,74.0,69.0,159.0,0.57,0.25,0.4,0.24,N/a,N/a,N/a,N/a,30.8,1.02,0.17,14.7,507.0,79.3,5600.0,87.2,74.7,21.0,21.0,34.0,8.0,69.0,52.0,3.3,9.0,0.57,16.0,9.0,7.0,14.0,7.0,1.0,6.0,6.0,675.0,15.0,82.0,225.0,373.0,101.0,56.0,37.5,50.0,470.0,2026.0,74.0,38.0,41.0,24.0,18.0,538.0,159.0,10.0,18.0,4.0,37.0,46.0,5.0,26.3,72
Harvey Elliott,eng ENG,Liverpool,"MF,FW",22-023,13.0,0.0,184.0,0.0,1.0,0.0,0.0,0.5,0.9,7.0,24.0,23.0,0.0,0.49,0.23,0.42,N/a,N/a,N/a,N/a,20.0,0.98,0.0,16.8,177.0,80.2,2483.0,91.7,77.0,5.0,13.0,4.0,0.0,24.0,11.0,5.38,2.0,0.98,3.0,2.0,3.0,1.0,3.0,1.0,2.0,1.0,202.0,2.0,19.0,85.0,99.0,13.0,5.0,40.0,60.0,120.0,256.0,7.0,7.0,5.0,2.0,4.0,153.0,23.0,0.0,0.0,1.0,10.0,10.0,1.0,50.0,72
Hwang Hee-chan,kr KOR,Wolves,"MF,FW",29-091,19.0,5.0,645.0,2.0,0.0,0.0,0.0,0.8,0.1,15.0,12.0,40.0,0.28,0.0,0.11,0.02,N/a,N/a,N/a,N/a,60.0,0.42,0.4,17.4,195.0,81.5,2061.0,87.0,85.1,3.0,7.0,4.0,2.0,12.0,9.0,1.25,1.0,0.14,6.0,4.0,6.0,9.0,9.0,0.0,9.0,2.0,260.0,9.0,41.0,98.0,123.0,23.0,13.0,15.4,84.6,150.0,426.0,15.0,5.0,7.0,13.0,10.0,172.0,40.0,6.0,8.0,0.0,8.0,27.0,3.0,25.0,72
Hákon Rafn Valdimarsson,is ISL,Brentford,GK,23-196,2.0,1.0,145.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.24,50.0,100.0,N/a,N/a,0.0,N/a,N/a,70.0,65.7,1445.0,100.0,100.0,0.0,2.0,0.0,0.0,0.0,2.0,1.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,60.0,71.0,1.0,0.0,0.0,0.0,N/a,N/a,44.0,80.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,70
Ian Maatsen,nl NED,Aston Villa,DF,23-048,25.0,7.0,887.0,1.0,2.0,2.0,0.0,0.7,2.7,26.0,39.0,84.0,0.1,0.2,0.08,0.27,N/a,N/a,N/a,N/a,31.3,0.51,0.06,22.7,620.0,81.8,8095.0,88.5,85.9,18.0,20.0,15.0,3.0,39.0,49.0,4.97,7.0,0.71,25.0,13.0,20.0,5.0,10.0,0.0,10.0,15.0,756.0,42.0,200.0,278.0,286.0,40.0,20.0,50.0,50.0,404.0,974.0,26.0,15.0,11.0,18.0,20.0,463.0,84.0,9.0,8.0,3.0,47.0,54.0,8.0,61.5,72
Ibrahim Sangaré,ci CIV,Nott'ham Forest,MF,27-146,8.0,3.0,279.0,0.0,1.0,2.0,0.0,0.0,0.4,0.0,12.0,2.0,0.0,0.32,0.01,0.11,N/a,N/a,N/a,N/a,100.0,0.32,0.0,32.0,149.0,78.5,1700.0,88.8,80.9,3.0,9.0,2.0,0.0,12.0,5.0,1.61,0.0,0.0,18.0,10.0,10.0,7.0,5.0,0.0,5.0,2.0,193.0,8.0,44.0,123.0,28.0,7.0,1.0,0.0,100.0,75.0,83.0,0.0,2.0,0.0,4.0,1.0,101.0,2.0,8.0,5.0,0.0,0.0,22.0,5.0,41.7,72
Ibrahima Konaté,fr FRA,Liverpool,DF,25-337,27.0,26.0,2230.0,1.0,2.0,5.0,0.0,1.6,1.0,21.0,102.0,2.0,0.04,0.08,0.07,0.04,N/a,N/a,N/a,N/a,17.6,0.12,0.06,10.4,1672.0,90.5,28014.0,93.7,95.1,10.0,122.0,8.0,0.0,102.0,28.0,1.13,7.0,0.28,36.0,25.0,34.0,28.0,27.0,15.0,12.0,11.0,1917.0,207.0,818.0,999.0,106.0,21.0,4.0,50.0,25.0,1137.0,3020.0,21.0,13.0,0.0,8.0,2.0,1386.0,2.0,24.0,18.0,0.0,0.0,84.0,68.0,70.8,72
Idrissa Gana Gueye,sn SEN,Everton,MF,35-213,33.0,31.0,2705.0,0.0,3.0,8.0,0.0,1.1,1.7,24.0,126.0,23.0,0.0,0.1,0.04,0.06,N/a,N/a,N/a,N/a,18.5,0.17,0.0,25.2,1228.0,86.5,18071.0,90.7,90.5,19.0,130.0,10.0,3.0,126.0,56.0,1.86,3.0,0.1,123.0,74.0,87.0,15.0,44.0,9.0,35.0,41.0,1571.0,68.0,382.0,891.0,307.0,19.0,36.0,47.2,47.2,733.0,1501.0,24.0,25.0,4.0,30.0,33.0,895.0,23.0,51.0,39.0,0.0,7.0,177.0,22.0,59.5,72
Igor,br BRA,Brighton,DF,27-079,12.0,9.0,903.0,0.0,0.0,4.0,0.0,0.0,0.2,9.0,44.0,0.0,0.0,0.0,0.0,0.02,N/a,N/a,N/a,N/a,0.0,0.0,0.0,14.1,682.0,92.1,11358.0,96.5,95.2,1.0,35.0,2.0,1.0,44.0,11.0,1.1,0.0,0.0,4.0,4.0,10.0,6.0,23.0,14.0,9.0,4.0,764.0,109.0,377.0,353.0,38.0,1.0,4.0,75.0,25.0,497.0,1782.0,9.0,14.0,0.0,1.0,0.0,568.0,0.0,9.0,6.0,0.0,2.0,40.0,8.0,57.1,72
Iliman Ndiaye,sn SEN,Everton,FW,25-052,29.0,26.0,2162.0,7.0,0.0,3.0,0.0,5.2,1.6,79.0,45.0,106.0,0.29,0.0,0.22,0.07,N/a,N/a,N/a,N/a,41.9,0.54,0.16,17.3,638.0,80.6,7768.0,86.0,85.8,17.0,34.0,14.0,5.0,45.0,58.0,2.42,5.0,0.21,47.0,25.0,44.0,17.0,25.0,4.0,21.0,17.0,956.0,32.0,197.0,397.0,410.0,74.0,134.0,45.5,47.0,551.0,2169.0,79.0,40.0,29.0,48.0,38.0,582.0,106.0,21.0,46.0,5.0,35.0,160.0,5.0,22.7,72
Illia Zabarnyi,ua UKR,Bournemouth,DF,22-238,31.0,30.0,2662.0,0.0,0.0,3.0,1.0,1.0,0.6,24.0,123.0,4.0,0.0,0.0,0.03,0.02,N/a,N/a,N/a,N/a,0.0,0.0,0.0,8.8,1469.0,81.6,25439.0,90.7,90.8,11.0,129.0,6.0,0.0,123.0,28.0,0.95,0.0,0.0,46.0,32.0,43.0,37.0,32.0,19.0,13.0,34.0,1772.0,207.0,825.0,901.0,65.0,11.0,8.0,62.5,25.0,1106.0,4285.0,24.0,20.0,0.0,14.0,3.0,1109.0,4.0,17.0,6.0,0.0,5.0,140.0,67.0,64.4,72
Ismaila Sarr,sn SEN,Crystal Palace,"MF,FW",27-061,34.0,26.0,2392.0,7.0,4.0,4.0,0.0,8.7,7.0,67.0,76.0,164.0,0.26,0.15,0.33,0.26,N/a,N/a,N/a,N/a,50.0,0.9,0.15,13.3,658.0,66.6,6582.0,74.8,70.8,37.0,26.0,36.0,8.0,76.0,97.0,3.65,9.0,0.34,21.0,10.0,23.0,46.0,22.0,7.0,15.0,8.0,954.0,39.0,156.0,367.0,441.0,118.0,51.0,29.4,52.9,526.0,1855.0,67.0,42.0,26.0,61.0,41.0,650.0,164.0,12.0,49.0,11.0,50.0,99.0,31.0,40.3,72
Issa Diop,fr FRA,Fulham,DF,28-108,21.0,15.0,1339.0,0.0,0.0,2.0,0.0,0.5,0.1,6.0,25.0,3.0,0.0,0.0,0.04,0.01,N/a,N/a,N/a,N/a,40.0,0.13,0.0,10.7,758.0,87.5,12350.0,92.5,92.9,3.0,43.0,1.0,0.0,25.0,6.0,0.4,0.0,0.0,26.0,12.0,18.0,12.0,10.0,7.0,3.0,9.0,903.0,125.0,498.0,381.0,26.0,13.0,2.0,50.0,50.0,533.0,1216.0,6.0,2.0,0.0,9.0,2.0,617.0,3.0,10.0,4.0,0.0,1.0,45.0,20.0,62.5,72
Jack Clarke,eng ENG,Ipswich Town,"FW,MF",24-155,28.0,11.0,1033.0,0.0,4.0,2.0,0.0,1.0,2.0,30.0,33.0,47.0,0.0,0.35,0.09,0.17,N/a,N/a,N/a,N/a,14.3,0.17,0.0,19.4,341.0,76.0,4189.0,87.3,84.8,23.0,24.0,6.0,0.0,33.0,39.0,3.4,5.0,0.44,28.0,17.0,31.0,14.0,6.0,0.0,6.0,7.0,474.0,22.0,114.0,194.0,180.0,32.0,37.0,56.8,32.4,264.0,966.0,30.0,18.0,9.0,20.0,16.0,287.0,47.0,14.0,20.0,3.0,13.0,65.0,7.0,33.3,72
Jack Grealish,eng ENG,Manchester City,"FW,MF",29-229,19.0,7.0,720.0,1.0,1.0,3.0,0.0,1.1,1.8,69.0,52.0,118.0,0.12,0.12,0.14,0.23,N/a,N/a,N/a,N/a,33.3,0.62,0.07,16.3,435.0,87.6,5676.0,93.2,87.8,24.0,23.0,16.0,0.0,52.0,47.0,5.87,2.0,0.25,9.0,5.0,5.0,7.0,12.0,2.0,10.0,2.0,519.0,14.0,40.0,162.0,324.0,71.0,29.0,44.8,31.0,375.0,1714.0,69.0,23.0,46.0,10.0,16.0,422.0,118.0,5.0,25.0,0.0,20.0,26.0,1.0,12.5,72
Jack Harrison,eng ENG,Everton,FW,28-158,30.0,22.0,1887.0,1.0,0.0,0.0,0.0,3.3,3.7,62.0,45.0,116.0,0.05,0.0,0.16,0.18,N/a,N/a,N/a,N/a,22.2,0.29,0.04,16.3,592.0,63.2,5976.0,81.4,68.6,32.0,26.0,24.0,10.0,45.0,53.0,2.53,4.0,0.19,30.0,21.0,40.0,26.0,18.0,2.0,16.0,9.0,862.0,31.0,144.0,304.0,421.0,62.0,71.0,31.0,57.7,473.0,1439.0,62.0,32.0,14.0,50.0,37.0,556.0,116.0,13.0,26.0,4.0,115.0,65.0,4.0,13.3,72
Jack Hinshelwood,eng ENG,Brighton,"DF,MF",20-016,22.0,20.0,1676.0,2.0,2.0,5.0,0.0,1.5,1.3,16.0,59.0,46.0,0.11,0.11,0.08,0.07,N/a,N/a,N/a,N/a,42.9,0.32,0.14,14.4,958.0,83.4,12211.0,91.3,84.3,15.0,34.0,9.0,2.0,59.0,33.0,1.77,3.0,0.16,26.0,18.0,26.0,14.0,8.0,3.0,5.0,14.0,1099.0,49.0,306.0,507.0,291.0,26.0,9.0,11.1,77.8,527.0,1053.0,16.0,18.0,1.0,16.0,2.0,684.0,46.0,15.0,6.0,0.0,26.0,55.0,19.0,57.6,72
Jack Stephens,eng ENG,Southampton,DF,31-090,16.0,14.0,1164.0,1.0,0.0,2.0,2.0,0.6,0.2,13.0,50.0,2.0,0.08,0.0,0.04,0.01,N/a,N/a,N/a,N/a,50.0,0.15,0.25,11.0,816.0,91.9,12965.0,92.9,94.3,3.0,46.0,5.0,0.0,50.0,12.0,0.93,0.0,0.0,31.0,18.0,26.0,8.0,14.0,9.0,5.0,11.0,934.0,106.0,386.0,458.0,94.0,11.0,4.0,0.0,100.0,520.0,1127.0,13.0,11.0,1.0,2.0,3.0,655.0,2.0,12.0,4.0,1.0,1.0,41.0,6.0,42.9,72
Jack Taylor,ie IRL,Ipswich Town,MF,26-308,28.0,2.0,685.0,1.0,0.0,3.0,0.0,0.7,0.5,11.0,39.0,18.0,0.13,0.0,0.09,0.07,N/a,N/a,N/a,N/a,23.5,0.53,0.06,23.0,336.0,81.3,4780.0,86.4,86.5,5.0,28.0,8.0,1.0,39.0,20.0,2.62,1.0,0.13,17.0,8.0,21.0,6.0,9.0,2.0,7.0,7.0,432.0,27.0,123.0,233.0,87.0,8.0,9.0,44.4,33.3,210.0,693.0,11.0,9.0,1.0,9.0,6.0,273.0,18.0,14.0,4.0,0.0,6.0,43.0,7.0,53.8,72
Jacob Greaves,eng ENG,Ipswich Town,DF,24-227,21.0,21.0,1845.0,1.0,0.0,5.0,0.0,1.2,0.0,6.0,51.0,7.0,0.05,0.0,0.06,0.0,N/a,N/a,N/a,N/a,50.0,0.2,0.13,8.3,916.0,86.5,12990.0,93.1,90.1,2.0,59.0,1.0,0.0,51.0,13.0,0.63,0.0,0.0,31.0,14.0,26.0,38.0,36.0,24.0,12.0,18.0,1141.0,243.0,618.0,456.0,71.0,15.0,3.0,66.7,33.3,524.0,925.0,6.0,9.0,0.0,7.0,2.0,704.0,7.0,11.0,18.0,1.0,0.0,43.0,58.0,60.4,72
Jacob Murphy,eng ENG,Newcastle Utd,FW,30-062,31.0,27.0,2084.0,8.0,11.0,3.0,0.0,5.6,8.1,69.0,63.0,210.0,0.35,0.48,0.24,0.35,N/a,N/a,N/a,N/a,36.6,0.65,0.2,18.1,869.0,68.2,8971.0,84.1,66.9,38.0,46.0,35.0,15.0,63.0,73.0,3.16,14.0,0.61,22.0,15.0,30.0,15.0,31.0,0.0,31.0,11.0,1111.0,20.0,158.0,408.0,556.0,82.0,61.0,49.2,47.5,650.0,2055.0,69.0,31.0,24.0,30.0,33.0,802.0,210.0,11.0,14.0,3.0,108.0,88.0,4.0,21.1,72
Jacob Ramsey,eng ENG,Aston Villa,"FW,MF",23-334,26.0,18.0,1485.0,1.0,3.0,2.0,0.0,1.4,2.1,57.0,64.0,103.0,0.06,0.18,0.09,0.12,N/a,N/a,N/a,N/a,23.5,0.24,0.06,16.1,550.0,85.5,6225.0,92.0,84.2,18.0,30.0,20.0,1.0,64.0,49.0,2.97,8.0,0.48,29.0,15.0,20.0,10.0,21.0,3.0,18.0,7.0,712.0,12.0,134.0,252.0,338.0,66.0,42.0,57.1,23.8,466.0,1598.0,57.0,31.0,19.0,39.0,21.0,542.0,103.0,12.0,24.0,5.0,10.0,74.0,6.0,37.5,72
Jaden Philogene Bidace,eng ENG,Ipswich Town,"FW,DF",23-078,10.0,5.0,474.0,2.0,0.0,1.0,0.0,2.0,0.2,13.0,10.0,36.0,0.38,0.0,0.37,0.05,N/a,N/a,N/a,N/a,41.7,0.95,0.17,16.4,131.0,72.5,1536.0,84.4,73.2,5.0,7.0,4.0,3.0,10.0,9.0,1.71,0.0,0.0,14.0,7.0,15.0,3.0,11.0,1.0,10.0,10.0,220.0,10.0,53.0,68.0,101.0,18.0,18.0,27.8,61.1,127.0,305.0,13.0,3.0,5.0,11.0,10.0,133.0,36.0,8.0,10.0,1.0,13.0,23.0,5.0,62.5,72
Jadon Sancho,eng ENG,Chelsea,FW,25-033,28.0,18.0,1668.0,3.0,4.0,1.0,0.0,2.0,3.4,96.0,86.0,214.0,0.16,0.22,0.11,0.18,N/a,N/a,N/a,N/a,30.4,0.38,0.13,15.3,756.0,82.5,8433.0,89.2,84.0,35.0,25.0,46.0,0.0,86.0,65.0,3.51,10.0,0.54,10.0,6.0,12.0,10.0,9.0,0.0,9.0,2.0,915.0,11.0,114.0,267.0,544.0,116.0,95.0,47.4,40.0,619.0,2337.0,96.0,32.0,55.0,29.0,21.0,715.0,214.0,6.0,11.0,5.0,23.0,97.0,5.0,33.3,72
Jahmai Simpson-Pusey,eng ENG,Manchester City,DF,19-174,2.0,1.0,96.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,N/a,N/a,N/a,N/a,N/a,0.0,N/a,N/a,115.0,93.0,1754.0,95.9,96.6,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,1.0,1.0,0.0,0.0,123.0,9.0,61.0,59.0,3.0,1.0,1.0,0.0,0.0,79.0,190.0,1.0,0.0,0.0,1.0,0.0,101.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,25.0,69
Jake O'Brien,ie IRL,Everton,DF,23-347,17.0,14.0,1301.0,2.0,0.0,4.0,0.0,0.7,0.6,7.0,41.0,24.0,0.14,0.0,0.05,0.04,N/a,N/a,N/a,N/a,60.0,0.21,0.4,11.5,597.0,77.2,8367.0,88.5,78.5,6.0,37.0,8.0,5.0,41.0,15.0,1.04,0.0,0.0,20.0,14.0,22.0,23.0,15.0,4.0,11.0,4.0,745.0,61.0,302.0,313.0,133.0,18.0,10.0,40.0,50.0,315.0,648.0,7.0,6.0,2.0,5.0,5.0,386.0,24.0,11.0,4.0,3.0,17.0,50.0,33.0,58.9,72
Jakub Kiwior,pl POL,Arsenal,DF,25-071,13.0,6.0,762.0,1.0,0.0,0.0,0.0,0.2,0.3,5.0,35.0,0.0,0.12,0.0,0.02,0.03,N/a,N/a,N/a,N/a,33.3,0.12,0.33,18.5,543.0,91.0,8754.0,94.0,95.3,3.0,45.0,3.0,0.0,35.0,6.0,0.71,0.0,0.0,12.0,6.0,11.0,7.0,8.0,5.0,3.0,2.0,611.0,59.0,193.0,368.0,50.0,4.0,4.0,75.0,25.0,352.0,808.0,5.0,4.0,1.0,3.0,1.0,464.0,0.0,8.0,3.0,0.0,1.0,18.0,8.0,53.3,72
Jakub Stolarczyk,pl POL,Leicester City,GK,24-129,6.0,6.0,540.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,58.6,0.0,N/a,N/a,0.0,N/a,N/a,224.0,67.9,4176.0,100.0,97.9,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,241.0,179.0,236.0,6.0,0.0,0.0,0.0,N/a,N/a,130.0,396.0,0.0,0.0,0.0,1.0,0.0,131.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,100.0,70
James Bree,eng ENG,Southampton,DF,27-198,15.0,11.0,895.0,0.0,1.0,0.0,0.0,0.1,0.9,10.0,31.0,34.0,0.0,0.1,0.01,0.09,N/a,N/a,N/a,N/a,25.0,0.1,0.0,22.7,525.0,83.8,7028.0,90.9,88.4,10.0,26.0,6.0,5.0,31.0,15.0,1.51,1.0,0.1,15.0,10.0,17.0,4.0,8.0,3.0,5.0,8.0,602.0,42.0,194.0,263.0,150.0,10.0,8.0,50.0,25.0,319.0,713.0,10.0,11.0,0.0,6.0,4.0,389.0,34.0,2.0,4.0,0.0,24.0,56.0,12.0,75.0,72
James Garner,eng ENG,Everton,"MF,DF",24-045,17.0,13.0,1234.0,0.0,1.0,3.0,0.0,0.3,1.3,10.0,38.0,22.0,0.0,0.07,0.02,0.09,N/a,N/a,N/a,N/a,28.6,0.15,0.0,24.1,596.0,72.8,7598.0,83.6,82.3,11.0,39.0,5.0,2.0,38.0,30.0,2.19,4.0,0.29,37.0,23.0,33.0,8.0,14.0,3.0,11.0,16.0,734.0,32.0,187.0,360.0,194.0,9.0,16.0,37.5,62.5,336.0,578.0,10.0,13.0,1.0,11.0,7.0,386.0,22.0,16.0,12.0,0.0,50.0,60.0,10.0,55.6,72
James Hill,eng ENG,Bournemouth,DF,23-107,10.0,6.0,448.0,0.0,1.0,1.0,0.0,0.3,0.3,3.0,16.0,8.0,0.0,0.2,0.06,0.05,N/a,N/a,N/a,N/a,0.0,0.0,0.0,13.9,245.0,64.9,3098.0,76.1,77.3,3.0,20.0,6.0,0.0,16.0,8.0,1.61,1.0,0.2,15.0,8.0,11.0,12.0,5.0,0.0,5.0,9.0,319.0,19.0,99.0,167.0,54.0,8.0,2.0,50.0,50.0,146.0,295.0,3.0,6.0,0.0,2.0,0.0,179.0,8.0,7.0,5.0,0.0,10.0,13.0,14.0,53.8,72
James Justin,eng ENG,Leicester City,DF,27-063,32.0,30.0,2579.0,2.0,1.0,5.0,0.0,1.5,0.6,37.0,86.0,92.0,0.07,0.03,0.05,0.02,N/a,N/a,N/a,N/a,25.0,0.21,0.08,16.0,1354.0,77.6,16206.0,86.4,84.1,13.0,71.0,21.0,7.0,86.0,31.0,1.08,1.0,0.03,48.0,29.0,49.0,46.0,39.0,13.0,26.0,42.0,1713.0,131.0,594.0,767.0,362.0,37.0,29.0,31.0,44.8,770.0,1577.0,37.0,25.0,4.0,31.0,13.0,951.0,92.0,21.0,34.0,2.0,53.0,75.0,58.0,55.8,72
James Maddison,eng ENG,Tottenham,MF,28-155,30.0,20.0,1764.0,9.0,6.0,6.0,0.0,5.8,4.1,43.0,160.0,92.0,0.46,0.31,0.3,0.21,N/a,N/a,N/a,N/a,43.6,0.87,0.23,16.7,1232.0,81.3,16292.0,90.9,86.0,39.0,121.0,32.0,5.0,160.0,92.0,4.7,17.0,0.87,30.0,18.0,28.0,7.0,15.0,4.0,11.0,11.0,1438.0,25.0,207.0,677.0,567.0,76.0,74.0,41.9,44.6,1010.0,2227.0,43.0,39.0,19.0,23.0,24.0,1112.0,92.0,31.0,63.0,4.0,95.0,73.0,5.0,41.7,72
